"id","text","category","source","split"
"756","रामेछाप क्षेत्रमा ट्रान्सफर्मरले लोड धान्न सकेको छैन। बीस दिनदेखि यही समस्या छ। छिटो समाधान गरिदिनुहोस्।","electricity","hello_sarkar","train"
"757","बीस दिनदेखि डोटी वडा नं 27 मा बत्ती आउँदैन। दूध र तरकारी फाल्नुपरेको छ। दैनिक जीवन अस्तव्यस्त भएको छ। जनतालाई यस्तो सास्ती किन।","electricity","hello_sarkar","train"
"758","प्यूठान वडा नं 30 मा बत्ती नआउँदा दूध र तरकारी फाल्नुपरेको छ। नागरिकलाई बिर्सिएको जस्तो छ। यो मानवीय अधिकारको उल्लंघन हो।","electricity","hello_sarkar","val"
"759","हाम्रो टोलमा पोल बाङ्गो भएको छ। ज्यान जोखिममा छ। नागरिकलाई बिर्सिएको जस्तो छ।","electricity","hello_sarkar","test"
"760","हाम्रो टोलमा पोलबाट चिंगारी निस्किरहेको छ। विद्युत् दुर्घटनाको सम्भावना बढेको छ। हामी सबै परेशान छौं।","electricity","hello_sarkar","train"
"761","नवलपरासी वडा नं 18 मा पाँच दिनदेखि लाइन गइरहेको छ। बुढापाकालाई निकै गाह्रो भएको छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","electricity","hello_sarkar","train"
"762","हाम्रो टोलमा पोलबाट स्पार्क आएको छ। बच्चाहरूका लागि ठूलो खतरा छ। अब त सहनै सकिँदैन।","electricity","hello_sarkar","train"
"763","यो दोस्रो / तेस्रो पटकको गुनासो हो। गुल्मी मा बिजुली नियमित रूपमा काटिन्छ। मर्मत टोली आउँछ भनेर भनियो तर अहिलेसम्म आएको छैन। कहिलेसम्म यस्तै हुन्छ।","electricity","hello_sarkar","train"
"764","जाजरकोट मा हिजोदेखि बत्ती आउँदैन, अब चुप बसिँदैन!","electricity","hello_sarkar","train"
"765","रुकुम वडा नं 1 मा मिटर जडान अहिलेसम्म भएको छैन। अनुमानित बिल काटिएको छ। तुरुन्त मर्मत गरिदिनुहोस्।","electricity","hello_sarkar","train"
"766","सिराहा वडा नं 16 मा गएको शनिबारदेखि बत्ती जानु र आउनु निरन्तर भइरहेको छ। अनलाइन कक्षा सञ्चालन हुन सकेको छैन। कृपया ध्यान दिनुहोस्।","electricity","hello_sarkar","train"
"767","हाम्रो जाजरकोट वडा नं 20 मा भोल्टेज घटबढ हुन्छ। स्वास्थ्य सेवामा प्रभाव परेको छ। हामी सबै परेशान छौं। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","electricity","hello_sarkar","train"
"768","चितवन मा वर्षापछि दिनौँ बत्ती हुँदैन। बीस दिनदेखि यो समस्या छ। बुढापाकालाई निकै गाह्रो भएको छ।","electricity","hello_sarkar","val"
"769","हुम्ला वडा नं 28 मा लाइन गइरहेको छ, ट्रान्सफर्मरबाट तेल चुहिएको छ, र भोल्टेज फ्लक्चुएसन निकै बढेको छ। न्याय चाहिन्छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","electricity","hello_sarkar","test"
"770","कलैया वडा नं 26 मा मिटर बिग्रिएको छ। अनुमानित बिल काटिएको छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"771","पाल्पा मा तार घरको छानासँग छोइएको छ। बच्चाहरूका लागि ठूलो खतरा छ। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","train"
"772","कलैया मा बत्ती ठिक छ तर नजिकैको तुलसीपुर मा बत्ती जानु र आउनु निरन्तर भइरहेको छ। हामी सबै परेशान छौं। किन यस्तो भेदभाव?","electricity","hello_sarkar","train"
"773","दुई तीन दिनदेखि मुस्ताङ वडा नं 4 मा बत्ती आउँदैन। पसल चलाउन सकिँदैन। गर्भवती महिलालाई कठिनाइ भएको छ। अत्यन्त दुःखित छौं।","electricity","hello_sarkar","train"
"774","बिरेन्द्रनगर क्षेत्रमा ट्रान्सफर्मर पुरानो भइसकेको छ। गएको महिनादेखि यही समस्या छ। यसमा छानबिन गरिदिनुहोस्।","electricity","hello_sarkar","train"
"775","हाम्रो भोजपुर वडा नं 17 मा भोल्टेज फ्लक्चुएसन निकै बढेको छ। अपाङ्गता भएका व्यक्तिलाई समस्या परेको छ। अब त सहनै सकिँदैन। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"776","डोटी वडा नं 27 मा केही दिनदेखि बिजुली काटिएको छ। गर्भवती महिलालाई कठिनाइ भएको छ। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","train"
"777","सप्तरी वडा नं 9 मा स्ट्रीट लाइट जडान नै भएको छैन। बच्चाहरूका लागि ठूलो खतरा छ। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","train"
"778","यो दोस्रो / तेस्रो पटकको गुनासो हो। तुलसीपुर मा बिजुली आपूर्ति बन्द छ। उजुरी दिएको महिनौँ भयो कुनै कारबाही भएको छैन। कसलाई भन्ने हो थाहा छैन।","electricity","hello_sarkar","val"
"779","बागलुङ मा बत्ती ठिक छ तर नजिकैको मोरङ मा बत्ती जाने समस्या निकै बढेको छ। सरकारले ध्यान दिनुपर्छ। किन यस्तो भेदभाव?","electricity","hello_sarkar","test"
"780","बागलुङ वडा नं 23 मा बिजुली नियमित रूपमा काटिन्छ, ट्रान्सफर्मर फेर्नुपर्ने अवस्था छ, र भोल्टेज घटबढ हुन्छ। हामी सबै परेशान छौं। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","train"
"781","गोरखा मा बत्ती ठिक छ तर नजिकैको सिन्धुली मा बत्ती जानु र आउनु निरन्तर भइरहेको छ। यो अन्याय हो। किन यस्तो भेदभाव?","electricity","hello_sarkar","train"
"782","ललितपुर वडा नं 6 मा दुई हप्तादेखि बत्ती अफ अन हुने गरेको छ। दैनिक जीवन अस्तव्यस्त भएको छ। छिटो समाधान गरिदिनुहोस्।","electricity","hello_sarkar","train"
"783","धनगढी वडा नं 7 मा बिजुली आपूर्ति बन्द छ, ट्रान्सफर्मरले लोड धान्न सकेको छैन, र भोल्टेज फ्लक्चुएसन निकै बढेको छ। कामै हुँदैन यहाँ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","electricity","hello_sarkar","train"
"784","जनकपुर मा दुई हप्तादेखि लाइन गइरहेको छ, हामी सबै परेशान छौं!","electricity","hello_sarkar","train"
"785","डोल्पा मा वर्षापछि दिनौँ बत्ती हुँदैन। चार दिनदेखि यो समस्या छ। पानी तान्ने मोटर चलाउन सकिँदैन।","electricity","hello_sarkar","train"
"786","हाम्रो इटहरी वडा नं 3 मा भोल्टेज धेरै कम आउँछ। दैनिक जीवन अस्तव्यस्त भएको छ। धेरै कष्ट भइरहेको छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"787","रुपन्देही मा बिजुली सम्बन्धी समस्या छ। पटकपटक निवेदन दिँदा पनि कुनै नतिजा आएको छैन। सरकारले ध्यान दिनुपर्छ।","electricity","hello_sarkar","train"
"788","हाम्रो रुकुम वडा नं 22 मा भोल्टेज घटबढ हुन्छ। स्वास्थ्य सेवामा प्रभाव परेको छ। तुरुन्त कारबाही गरिदिनुहोस्। यसमा छानबिन गरिदिनुहोस्।","electricity","hello_sarkar","val"
"789","जाजरकोट वडा नं 31 बाट गुनासो गर्दैछु। स्ट्रीट लाइट जडान नै भएको छैन, छुँदा सर्ट हुने अवस्था छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","test"
"790","हाम्रो टोलमा पोल सडकतिर झुकेको छ। ज्यान जोखिममा छ। न्याय चाहिन्छ।","electricity","hello_sarkar","train"
"791","यो दोस्रो / तेस्रो पटकको गुनासो हो। पोखरा मा लाइन गइरहेको छ। मर्मत टोली आउँछ भनेर भनियो तर अहिलेसम्म आएको छैन। जिम्मेवार कसले लिन्छ।","electricity","hello_sarkar","train"
"792","हाम्रो प्यूठान वडा नं 29 मा भोल्टेज धेरै कम आउँछ। स्वास्थ्य सेवामा प्रभाव परेको छ। सरकारले ध्यान दिनुपर्छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","train"
"793","ललितपुर वडा नं 15 मा बत्ती नआउँदा फ्याक्ट्रीको उत्पादन रोकिएको छ। यो सेवा होइन, यातना हो। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","train"
"794","यो दोस्रो / तेस्रो पटकको गुनासो हो। इटहरी मा बिजुली नियमित रूपमा काटिन्छ। वडा कार्यालयले विद्युत् प्राधिकरणलाई पठायो भन्छ, प्राधिकरणले वडालाई भन्छ। यो अन्याय हो।","electricity","hello_sarkar","train"
"795","जुम्ला मा केही दिनदेखि बिजुली नियमित रूपमा काटिन्छ, अब त सहनै सकिँदैन!","electricity","hello_sarkar","train"
"796","सुनसरी मा तीन दिनदेखि बत्ती आउँदैन। कहिले आउँछ बत्ती? धेरै कष्ट भइरहेको छ।","electricity","hello_sarkar","train"
"797","रामेछाप मा बत्ती ठिक छ तर नजिकैको सिन्धुपाल्चोक मा लाइन गइरहेको छ। असह्य भइसकेको छ। किन यस्तो भेदभाव?","electricity","hello_sarkar","train"
"798","अछाम मा बत्ती ठिक छ तर नजिकैको कास्की मा बत्ती जानु र आउनु निरन्तर भइरहेको छ। सरकारले ध्यान दिनुपर्छ। किन यस्तो भेदभाव?","electricity","hello_sarkar","val"
"799","रसुवा क्षेत्रमा ट्रान्सफर्मरले लोड धान्न सकेको छैन। आज बिहानदेखि यही समस्या छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","test"
"800","लामो समयदेखि कास्की वडा नं 6 मा बत्ती अफ अन हुने गरेको छ। बेकरीको ओभन चलाउन सकिएन। बुढापाकालाई निकै गाह्रो भएको छ। अब केही गरिदिनुस्।","electricity","hello_sarkar","train"
"801","हाम्रो सिन्धुपाल्चोक वडा नं 29 मा भोल्टेज अत्यन्त अस्थिर छ। स्वास्थ्य सेवामा प्रभाव परेको छ। जिम्मेवार कसले लिन्छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","electricity","hello_sarkar","train"
"802","दमक वडा नं 26 मा हप्तौँदेखि बत्ती आउँदैन। रातभर अँध्यारोमा बस्नुपरेको छ। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","train"
"803","भरतपुर वडा नं 20 मा बीस दिनदेखि बत्ती जाने समस्या निकै बढेको छ। गर्भवती महिलालाई कठिनाइ भएको छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","train"
"804","डोल्पा वडा नं 4 बाट गुनासो गर्दैछु। तीव्र भोल्टेज आउँदा बत्ती पड्किन्छ, गर्भवती महिलालाई कठिनाइ भएको छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"805","भोजपुर मा बर्खामा बत्ती आउनै छोड्छ। छ दिनदेखि यो समस्या छ। अपाङ्गता भएका व्यक्तिलाई समस्या परेको छ।","electricity","hello_sarkar","train"
"806","हाम्रो बिराटनगर वडा नं 11 मा भोल्टेज फ्लक्चुएसन निकै बढेको छ। दैनिक जीवन अस्तव्यस्त भएको छ। कहिलेसम्म यस्तै हुन्छ। छिटो समाधान गरिदिनुहोस्।","electricity","hello_sarkar","train"
"807","हाम्रो घरको अनुमानित बिल काटिएको छ। मिटरको रिडिङ गलत देखिन्छ। कसलाई भन्ने हो थाहा छैन।","electricity","hello_sarkar","train"
"808","पाँच दिनदेखि चितवन वडा नं 13 मा बत्ती जानु र आउनु निरन्तर भइरहेको छ। पसल चलाउन सकिँदैन। पानी तान्ने मोटर चलाउन सकिँदैन। हामी सबै परेशान छौं।","electricity","hello_sarkar","val"
"809","हाम्रो परिवारमा सानो बच्चा छ। नवलपरासी वडा नं 30 मा केही दिनदेखि लाइन गइरहेको छ। मोबाइल चार्ज गर्नै सकिएको छैन। तुरुन्त मर्मत गरिदिनुहोस्।","electricity","hello_sarkar","test"
"810","जनकपुर वडा नं 28 मा बत्ती अफ अन हुने गरेको छ, ट्रान्सफर्मरबाट ठूलो आवाज आउँछ, र तीव्र भोल्टेज आउँदा बत्ती पड्किन्छ। प्रशासनले सुन्नुपर्छ। कृपया ध्यान दिनुहोस्।","electricity","hello_sarkar","train"
"811","दमक मा तार पुरानो भएर खुकुलो छ। विद्युत् दुर्घटनाको सम्भावना बढेको छ। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","train"
"812","यो दोस्रो / तेस्रो पटकको गुनासो हो। अछाम मा बिजुली नियमित रूपमा काटिन्छ। मर्मत टोली आउँछ भनेर भनियो तर अहिलेसम्म आएको छैन। जनताको गुनासो कसले सुन्छ।","electricity","hello_sarkar","train"
"813","हाम्रो घरको बिल तिर्‍यो तर रसिद आएको छैन। मिटर अनुमानमा घुम्छ। नागरिकलाई बिर्सिएको जस्तो छ।","electricity","hello_sarkar","train"
"814","नवलपरासी मा वर्षामा बिजुली काटिन्छ। महिनौँदेखि यो समस्या छ। पानी तान्ने मोटर चलाउन सकिँदैन।","electricity","hello_sarkar","train"
"815","नवजात शिशु भएको परिवार हो। नुवाकोट वडा नं 20 मा अस्ति रातिदेखि बत्ती जानु र आउनु निरन्तर भइरहेको छ। अपाङ्गता भएका व्यक्तिलाई समस्या परेको छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","electricity","hello_sarkar","train"
"816","सिराहा मा पाँच दिनदेखि बत्ती जाने समस्या निकै बढेको छ। कहिले आउँछ बत्ती? जनतालाई यस्तो सास्ती किन।","electricity","hello_sarkar","train"
"817","यो दोस्रो / तेस्रो पटकको गुनासो हो। कञ्चनपुर मा बत्ती जानु र आउनु निरन्तर भइरहेको छ। वडा कार्यालयले विद्युत् प्राधिकरणलाई पठायो भन्छ, प्राधिकरणले वडालाई भन्छ। अब त सहनै सकिँदैन।","electricity","hello_sarkar","train"
"818","हाम्रो टोलमा पोल सडकतिर झुकेको छ। छुँदा सर्ट हुने अवस्था छ। नागरिकलाई बिर्सिएको जस्तो छ।","electricity","hello_sarkar","val"
"819","हाम्रो मुगु वडा नं 31 मा भोल्टेज कम हुँदा उपकरण चल्दैनन्। बुढापाकालाई निकै गाह्रो भएको छ। कहिलेसम्म यस्तै हुन्छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","test"
"820","कैलाली वडा नं 28 मा बत्ती आउँदैन, ट्रान्सफर्मर बिग्रिएको छ, र भोल्टेज धेरै कम आउँछ। तुरुन्त कारबाही गरिदिनुहोस्। कृपया ध्यान दिनुहोस्।","electricity","hello_sarkar","train"
"821","बारा क्षेत्रमा ट्रान्सफर्मर पड्किएको छ। पाँच दिनदेखि यही समस्या छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","electricity","hello_sarkar","train"
"822","हाम्रो टोलमा पोलबाट चिंगारी निस्किरहेको छ। विद्युत् दुर्घटनाको सम्भावना बढेको छ। सरकारले ध्यान दिनुपर्छ।","electricity","hello_sarkar","train"
"823","बुटवल मा तार घरको छानासँग छोइएको छ। कसैलाई करन्ट लाग्ने खतरा छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"824","वीरगन्ज मा छ दिनदेखि बत्ती अफ अन हुने गरेको छ। कहिले आउँछ बत्ती? कसलाई भन्ने हो थाहा छैन।","electricity","hello_sarkar","train"
"825","यो दोस्रो / तेस्रो पटकको गुनासो हो। पर्सा मा बत्ती जाने समस्या निकै बढेको छ। वडा कार्यालयले विद्युत् प्राधिकरणलाई पठायो भन्छ, प्राधिकरणले वडालाई भन्छ। अब चुप बसिँदैन।","electricity","hello_sarkar","train"
"826","गएको शनिबारदेखि नुवाकोट वडा नं 19 मा बत्ती आउँदैन। सुपरमार्केटको फ्रिजर बन्द भयो। पानी तान्ने मोटर चलाउन सकिँदैन। कहिलेसम्म यस्तै हुन्छ।","electricity","hello_sarkar","train"
"827","भोजपुर वडा नं 4 मा बत्ती नआउँदा व्यवसाय ठप्प भएको छ। सरकारले ध्यान दिनुपर्छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"828","यो दोस्रो / तेस्रो पटकको गुनासो हो। रुपन्देही मा बत्ती जाने समस्या निकै बढेको छ। वडा कार्यालयले विद्युत् प्राधिकरणलाई पठायो भन्छ, प्राधिकरणले वडालाई भन्छ। न्याय चाहिन्छ।","electricity","hello_sarkar","val"
"829","परीक्षा दिने छोराछोरी छन्। मोरङ वडा नं 13 मा पाँच दिनदेखि बिजुली आपूर्ति बन्द छ। मोबाइल चार्ज गर्नै सकिएको छैन। कृपया ध्यान दिनुहोस्।","electricity","hello_sarkar","test"
"830","कपिलवस्तु क्षेत्रमा ट्रान्सफर्मरबाट ठूलो आवाज आउँछ। बीस दिनदेखि यही समस्या छ। छिटो समाधान गरिदिनुहोस्।","electricity","hello_sarkar","train"
"831","तीन दिनदेखि अर्घाखाँची वडा नं 18 मा बिजुली आपूर्ति बन्द छ। दूध र तरकारी फाल्नुपरेको छ। दैनिक जीवन अस्तव्यस्त भएको छ। प्रशासनले सुन्नुपर्छ।","electricity","hello_sarkar","train"
"832","हाम्रो घरको बिल अनपेक्षित रूपमा बढी आएको छ। मिटर जडान अहिलेसम्म भएको छैन। अब केही गरिदिनुस्।","electricity","hello_sarkar","train"
"833","बिराटनगर मा तार भुइँमै छुँदैछ। कसैलाई करन्ट लाग्ने खतरा छ। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","train"
"834","सिराहा क्षेत्रमा ट्रान्सफर्मर फेर्नुपर्ने अवस्था छ। पन्ध्र दिनदेखि यही समस्या छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","electricity","hello_sarkar","train"
"835","आज बिहान ४ बजेदेखि धनगढी मा बत्ती जानु र आउनु निरन्तर भइरहेको छ। रातभर अँध्यारोमा बस्नुपरेको छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"836","हाम्रो टोलमा पोल सडकतिर झुकेको छ। बच्चाहरूका लागि ठूलो खतरा छ। यो सेवा होइन, यातना हो।","electricity","hello_sarkar","train"
"837","हाम्रो टोलमा पोलबाट स्पार्क आएको छ। छुँदा सर्ट हुने अवस्था छ। अब चुप बसिँदैन।","electricity","hello_sarkar","train"
"838","म जुम्ला को बासिन्दा हुँ। सार्वजनिक बत्ती दिनमा बल्छ रातमा बल्दैन, विद्युत् दुर्घटनाको सम्भावना बढेको छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","val"
"839","हामी धनुषा मा बस्छौं। हावाहुरी आए पछि बत्ती आउँदैन, बीस दिनदेखि यही हालत छ। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","test"
"840","बिराटनगर का नागरिकको तर्फबाट निवेदन। वर्षापछि दिनौँ बत्ती हुँदैन, पाँच दिनदेखि यही हालत छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","train"
"841","प्रधानमन्त्री कार्यालयमा दमक बाट निवेदन। मिटर बिग्रिएको छ, बिल दोब्बर आएको छ। छिटो समाधान गरिदिनुहोस्।","electricity","hello_sarkar","train"
"842","आज दिउँसो १ बजेदेखि दाङ मा बिजुली नियमित रूपमा काटिन्छ। पानी तान्ने मोटर चलाउन सकिँदैन। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"843","दार्चुला का नागरिकको तर्फबाट निवेदन। बिजुली नियमित रूपमा काटिन्छ। गर्भवती महिलालाई कठिनाइ भएको छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","electricity","hello_sarkar","train"
"844","मोरङ मा पानी पर्दा सिधै बत्ती जान्छ। बिहीबारदेखि यो समस्या छ। मोबाइल चार्ज गर्नै सकिएको छैन।","electricity","hello_sarkar","train"
"845","लामो समयदेखि रौतहट वडा नं 2 मा बत्ती अफ अन हुने गरेको छ। दूध र तरकारी फाल्नुपरेको छ। रातभर अँध्यारोमा बस्नुपरेको छ। यो अन्याय हो।","electricity","hello_sarkar","train"
"846","दैलेख मा नाङ्गो तार सडकमा झुण्डिएको छ। छुँदा सर्ट हुने अवस्था छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","electricity","hello_sarkar","train"
"847","डोटी मा तार घरको छानासँग छोइएको छ। विद्युत् दुर्घटनाको सम्भावना बढेको छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","train"
"848","ललितपुर मा बिजुली सम्बन्धी समस्या छ। पटकपटक निवेदन दिँदा पनि कुनै नतिजा आएको छैन। अब चुप बसिँदैन।","electricity","hello_sarkar","val"
"849","तुलसीपुर मा तार झुण्डिएको छ। बच्चाहरूका लागि ठूलो खतरा छ। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","test"
"850","बिरामी बुवा घरमा हुनुहुन्छ। ओखलढुंगा वडा नं 6 मा बिहीबारदेखि बत्ती जाने समस्या निकै बढेको छ। अपाङ्गता भएका व्यक्तिलाई समस्या परेको छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","electricity","hello_sarkar","train"
"851","पाल्पा मा बिजुली सम्बन्धी समस्या छ। मर्मत टोली आउँछ भनेर भनियो तर अहिलेसम्म आएको छैन। यो सेवा होइन, यातना हो।","electricity","hello_sarkar","train"
"852","गौर मा तार भुइँमै छुँदैछ। दुर्घटना हुने डर छ। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","train"
"853","हाम्रो घरको अनुमानित बिल काटिएको छ। मिटर बिग्रिएको छ। धेरै कष्ट भइरहेको छ।","electricity","hello_sarkar","train"
"854","आज बिहान ६ बजेदेखि भोजपुर मा बत्ती अफ अन हुने गरेको छ। गर्भवती महिलालाई कठिनाइ भएको छ। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","train"
"855","कञ्चनपुर क्षेत्रमा ट्रान्सफर्मर बिग्रिएको छ। गत सोमबारदेखि यही समस्या छ। छिटो समाधान गरिदिनुहोस्।","electricity","hello_sarkar","train"
"856","पाँचथर वडा नं 32 मा मिटर जडान अहिलेसम्म भएको छैन। बिलको हिसाब मिल्दैन। कृपया ध्यान दिनुहोस्।","electricity","hello_sarkar","train"
"857","हाम्रो घरको बिल दोब्बर आएको छ। मिटर जडान अहिलेसम्म भएको छैन। जनताको गुनासो कसले सुन्छ।","electricity","hello_sarkar","train"
"858","तानसेन क्षेत्रमा ट्रान्सफर्मरबाट तेल चुहिएको छ। पन्ध्र दिनदेखि यही समस्या छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","val"
"859","सुनसरी वडा नं 20 मा बत्ती नआउँदा दूध र तरकारी फाल्नुपरेको छ। प्रशासनले सुन्नुपर्छ। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","test"
"860","दार्चुला मा बिजुली सम्बन्धी समस्या छ। मर्मत टोली आउँछ भनेर भनियो तर अहिलेसम्म आएको छैन। धेरै कष्ट भइरहेको छ।","electricity","hello_sarkar","train"
"861","दार्चुला वडा नं 16 मा गएको शनिबारदेखि बिजुली नियमित रूपमा काटिन्छ। अनलाइन कक्षा सञ्चालन हुन सकेको छैन। यो मानवीय अधिकारको उल्लंघन हो।","electricity","hello_sarkar","train"
"862","सिद्धार्थनगर मा बिजुली सम्बन्धी समस्या छ। वडा कार्यालयले विद्युत् प्राधिकरणलाई पठायो भन्छ, प्राधिकरणले वडालाई भन्छ। नागरिकलाई बिर्सिएको जस्तो छ।","electricity","hello_sarkar","train"
"863","मकवानपुर मा गएको महिनादेखि बत्ती जानु र आउनु निरन्तर भइरहेको छ, कामै हुँदैन यहाँ!","electricity","hello_sarkar","train"
"864","भोजपुर मा दुई हप्तादेखि लाइन गइरहेको छ, जनताको गुनासो कसले सुन्छ!","electricity","hello_sarkar","train"
"865","बर्दिया क्षेत्रमा ट्रान्सफर्मरबाट ठूलो आवाज आउँछ। आज बिहानदेखि यही समस्या छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"866","सिराहा वडा नं 5 मा स्ट्रीट लाइट बिग्रेको उजुरी दिए पनि मर्मत भएको छैन। बच्चाहरूका लागि ठूलो खतरा छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","electricity","hello_sarkar","train"
"867","रसुवा वडा नं 2 मा हिजो रातिदेखि बिजुली नियमित रूपमा काटिन्छ। बुढापाकालाई निकै गाह्रो भएको छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"868","भोजपुर वडा नं 17 मा आज बिहानदेखि बत्ती अफ अन हुने गरेको छ। गर्भवती महिलालाई कठिनाइ भएको छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","electricity","hello_sarkar","val"
"869","डोल्पा मा तार पुरानो भएर खुकुलो छ। दुर्घटना हुने डर छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","electricity","hello_sarkar","test"
"870","नवजात शिशु भएको परिवार हो। कञ्चनपुर वडा नं 9 मा गएको महिनादेखि बिजुली काटिएको छ। पानी तान्ने मोटर चलाउन सकिँदैन। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"871","ललितपुर मा बत्ती ठिक छ तर नजिकैको रौतहट मा बत्ती जाने समस्या निकै बढेको छ। जनताको गुनासो कसले सुन्छ। किन यस्तो भेदभाव?","electricity","hello_sarkar","train"
"872","हाम्रो टोलमा पोल सडकतिर झुकेको छ। दुर्घटना हुने डर छ। अब केही गरिदिनुस्।","electricity","hello_sarkar","train"
"873","हाम्रो टोलमा पोल ढल्ने अवस्थामा छ। छुँदा सर्ट हुने अवस्था छ। प्रशासनले सुन्नुपर्छ।","electricity","hello_sarkar","train"
"874","सिन्धुली मा तार कटिएर खसेको छ। बच्चाहरूका लागि ठूलो खतरा छ। जनतालाई सेवा दिनुहोस्।","electricity","hello_sarkar","train"
"875","लमजुङ मा एक हप्तादेखि बिजुली आपूर्ति बन्द छ, न्याय चाहिन्छ!","electricity","hello_sarkar","train"
"876","डोल्पा वडा नं 25 मा बत्ती अफ अन हुने गरेको छ, ट्रान्सफर्मरमा विस्फोट हुने डर छ, र भोल्टेज धेरै कम आउँछ। हामी सबै परेशान छौं। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","electricity","hello_sarkar","train"
"877","दमक वडा नं 18 मा बत्ती नआउँदा सैलुनको मेसिन चल्दैन। प्रशासनले सुन्नुपर्छ। कृपया तत्काल कदम चाल्नुहोस्।","electricity","hello_sarkar","train"
"878","आज राति ८ बजेदेखि सल्यान मा बिजुली नियमित रूपमा काटिन्छ। फ्रिजमा राखेको खानेकुरा सबै बिग्रिएको छ। जनताको पीडा बुझ्नुहोस्।","electricity","hello_sarkar","val"
"879","धादिङ क्षेत्रमा ट्रान्सफर्मर फेर्नुपर्ने अवस्था छ। लामो समयदेखि यही समस्या छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","electricity","hello_sarkar","test"
"880","धादिङ वडा नं 26 मा मिटर जडान अहिलेसम्म भएको छैन। बिलको हिसाब मिल्दैन। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","electricity","hello_sarkar","train"
"881","मोरङ मा हिजोदेखि लाइन गइरहेको छ, अब केही गरिदिनुस्!","electricity","hello_sarkar","train"
"882","हाम्रो टोलमा पोल ढल्ने अवस्थामा छ। बच्चाहरूका लागि ठूलो खतरा छ। यो सेवा होइन, यातना हो।","electricity","hello_sarkar","train"
