"id","text","category","source","split"
"498","सिन्धुपाल्चोक मा गएको शनिबारदेखि हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन, नागरिकलाई बिर्सिएको जस्तो छ!","garbage","hello_sarkar","train"
"499","अछाम वडा नं 11 मा दुई हप्तादेखि नगरपालिकाले फोहोर उठाउन छोडेको छ। गन्धले बस्नै गाह्रो भएको छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"500","महोत्तरी मा विद्यालय नजिक फोहोर थुपारिएको छ। मक्खी र लामखुट्टे बढेका छन्। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"501","रोल्पा क्षेत्रमा डस्टबिन भरिएर बग्दैछ। फुटपाथमा फोहोर जम्मा भएको छ। यो मानवीय अधिकारको उल्लंघन हो।","garbage","hello_sarkar","train"
"502","तेह्रथुम मा हप्तौँदेखि फोहोर उठ्न आएको छैन, जनताको गुनासो कसले सुन्छ!","garbage","hello_sarkar","train"
"503","बाँके वडा नं 23 मा हिजो रातिदेखि फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। कुहिएको फोहोरको गन्ध सहन सकिँदैन। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","train"
"504","म सल्यान को बासिन्दा हुँ। फोहोर उठाइएको छैन। टोलभरि दुर्गन्ध छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"505","दार्चुला वडा नं 8 मा नगरपालिकाले फोहोर उठाउन छोडेको छ, डस्टबिन भरिएर बग्दैछ, र कुहिएको फोहोरको गन्ध सहन सकिँदैन। कामै हुँदैन यहाँ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"506","लमजुङ वडा नं 25 मा फोहोर सङ्कलन पूर्ण रूपमा बन्द छ, डस्टबिन वरिपरि फोहोर छरिएको छ, र नाक थुनेर हिँड्नुपर्ने अवस्था छ। जनताको गुनासो कसले सुन्छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","val"
"507","दोलखा मा बीस दिनदेखि हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन, यो सेवा होइन, यातना हो!","garbage","hello_sarkar","test"
"508","हेलो सरकार मार्फत गुनासो। डोटी मा नगरपालिकाले फोहोर उठाउन छोडेको छ, बिहानदेखि राति सम्म गन्ध आइरहेको छ। जनताको गुनासो कसले सुन्छ।","garbage","hello_sarkar","train"
"509","घरमा बिरामी हुनुहुन्छ। जुम्ला वडा नं 24 मा कुहिएको फोहोरको गन्ध सहन सकिँदैन। रोग फैलिने डर छ। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","train"
"510","सिराहा क्षेत्रमा डस्टबिन वरिपरि फोहोर छरिएको छ। सडकको बीचमै फोहोरको थुप्रो छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","garbage","hello_sarkar","train"
"511","झापा वडा नं 25 मा फोहोर उठाइएको छैन, सडक छेउको डस्टबिन भरिँदा बाटोमै छरिएको छ, र नाक थुनेर हिँड्नुपर्ने अवस्था छ। प्रशासनले सुन्नुपर्छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"512","हाम्रो हुम्ला वडा नं 31 मा गन्धले बस्नै गाह्रो भएको छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। जिम्मेवार कसले लिन्छ।","garbage","hello_sarkar","train"
"513","बर्दिया वडा नं 16 मा फोहोर पोल्दा सास फेर्न गाह्रो हुन्छ। बच्चालाई बिरामी पार्ने अवस्था छ। छिटो समाधान गरिदिनुहोस्।","garbage","hello_sarkar","train"
"514","स्याङ्जा क्षेत्रमा डस्टबिन वरिपरि फोहोर छरिएको छ। फुटपाथमा फोहोर जम्मा भएको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"515","म जाजरकोट को बासिन्दा हुँ। फोहोर उठाइएको छैन। टोलभरि दुर्गन्ध छ। छिटो समाधान गरिदिनुहोस्।","garbage","hello_sarkar","train"
"516","तेह्रथुम मा गाडी आउने तालिका पालना हुँदैन। हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन। न्याय चाहिन्छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","val"
"517","बारा वडा नं 15 मा फोहोर वर्गीकरण गरे पनि मिश्रित लगिन्छ। धेरै कष्ट भइरहेको छ। यो मानवीय अधिकारको उल्लंघन हो।","garbage","hello_sarkar","test"
"518","पटकपटक गुनासो गर्दा पनि बिराटनगर मा फोहोर उठ्ने गरेको छैन। अत्यन्त दुःखित छौं। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"519","अछाम वडा नं 1 मा चार दिनदेखि हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन। गन्धले बस्नै गाह्रो भएको छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"520","रुपन्देही क्षेत्रमा कचरा पेटी ओभरफ्लो भएको छ। फुटपाथमा फोहोर जम्मा भएको छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"521","डोल्पा मा फोहोर उठाउने गाडीको सेवा अनियमित छ। फोहोर उठाइएको छैन। नागरिकलाई बिर्सिएको जस्तो छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"522","हेटौंडा वडा नं 15 मा सुख्खा ओसिलो छुट्याए पनि एकैमा हालिन्छ। कामै हुँदैन यहाँ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"523","हाम्रो कञ्चनपुर वडा नं 27 मा नाक थुनेर हिँड्नुपर्ने अवस्था छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। कसलाई भन्ने हो थाहा छैन।","garbage","hello_sarkar","train"
"524","तानसेन क्षेत्रमा कचरा पेटी ओभरफ्लो भएको छ। बाटोमा कचरा छरिएको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"525","प्यूठान वडा नं 22 मा गएको शनिबारदेखि फोहोर उठ्न आएको छैन। गन्धले बस्नै गाह्रो भएको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"526","हाम्रो रुकुम वडा नं 31 मा गन्धले बस्नै गाह्रो भएको छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। अब चुप बसिँदैन।","garbage","hello_sarkar","val"
"527","धनकुटा वडा नं 26 मा दश दिनदेखि नगरपालिकाले फोहोर उठाउन छोडेको छ। नाक थुनेर हिँड्नुपर्ने अवस्था छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","test"
"528","घरमा सानो बच्चा छ। झापा वडा नं 26 मा असह्य दुर्गन्ध फैलिएको छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"529","काभ्रेपलाञ्चोक वडा नं 21 मा छुट्याएर राखे पनि गाडीले सबै मिसाउँछ। जिम्मेवार कसले लिन्छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"530","भोजपुर मा महिनौँदेखि फोहोर सङ्कलन गर्ने गाडी आउँदैन, जिम्मेवार कसले लिन्छ!","garbage","hello_sarkar","train"
"531","हाम्रो मकवानपुर वडा नं 28 मा नाक थुनेर हिँड्नुपर्ने अवस्था छ। रोग फैलिने डर छ। प्रशासनले सुन्नुपर्छ।","garbage","hello_sarkar","train"
"532","चितवन वडा नं 15 मा रातमा कसैले फोहोर बालिदिन्छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"533","गुल्मी मा नाली थुनिँदा पानी घरभित्रै पस्छ। हप्तौँदेखि यही अवस्था छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"534","सिन्धुपाल्चोक वडा नं 32 मा छुट्याएर राखे पनि गाडीले सबै मिसाउँछ। नागरिकलाई बिर्सिएको जस्तो छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"535","ललितपुर मा विद्यालय नजिक फोहोर थुपारिएको छ। मक्खी र लामखुट्टे बढेका छन्। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","garbage","hello_sarkar","train"
"536","म रौतहट को बासिन्दा हुँ। फोहोर उठाइएको छैन। कुहिएको फोहोरको गन्ध सहन सकिँदैन। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","val"
"537","झापा क्षेत्रमा सडक छेउको डस्टबिन भरिँदा बाटोमै छरिएको छ। बाटोमा कचरा छरिएको छ। जनताको पीडा बुझ्नुहोस्।","garbage","hello_sarkar","test"
"538","पोखरा वडा नं 6 मा फोहोर उठाइएको छैन, सडक छेउको डस्टबिन भरिँदा बाटोमै छरिएको छ, र टोलभरि दुर्गन्ध छ। यो अन्याय हो। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"539","हाम्रो राजविराज वडा नं 26 मा गन्धले बस्नै गाह्रो भएको छ। बच्चालाई बिरामी पार्ने अवस्था छ। अब केही गरिदिनुस्।","garbage","hello_sarkar","train"
"540","गौर मा फोहोर उठाउने गाडीको सेवा अनियमित छ। हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन। तुरुन्त कारबाही गरिदिनुहोस्। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","train"
"541","बाजुरा वडा नं 20 मा केही दिनदेखि फोहोर उठाइएको छैन। बिहानदेखि राति सम्म गन्ध आइरहेको छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"542","हेलो सरकार मार्फत गुनासो। सिन्धुपाल्चोक मा फोहोर उठाइएको छैन, असह्य दुर्गन्ध फैलिएको छ। अब केही गरिदिनुस्।","garbage","hello_sarkar","train"
"543","हेलो सरकार मार्फत गुनासो। दार्चुला मा फोहोर उठ्न आएको छैन, टोलभरि दुर्गन्ध छ। अब चुप बसिँदैन।","garbage","hello_sarkar","train"
"544","रुपन्देही वडा नं 11 मा हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन, डस्टबिन वरिपरि फोहोर छरिएको छ, र टोलभरि दुर्गन्ध छ। असह्य भइसकेको छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"545","भोजपुर वडा नं 30 मा छुट्याएर राखे पनि गाडीले सबै मिसाउँछ। हामी सबै परेशान छौं। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"546","रसुवा मा बिहीबारदेखि फोहोर उठाइएको छैन, जिम्मेवार कसले लिन्छ!","garbage","hello_sarkar","val"
"547","दार्चुला मा अस्पताल अगाडि कचरा जम्मा भएको छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","garbage","hello_sarkar","test"
"548","डोल्पा वडा नं 13 मा लामो समयदेखि हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन। टोलभरि दुर्गन्ध छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","train"
"549","राजविराज वडा नं 28 मा रातमा कसैले फोहोर बालिदिन्छ। बच्चालाई बिरामी पार्ने अवस्था छ। यो मानवीय अधिकारको उल्लंघन हो।","garbage","hello_sarkar","train"
"550","पटकपटक गुनासो गर्दा पनि रुकुम मा फोहोर उठ्ने गरेको छैन। हामी सबै परेशान छौं। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","garbage","hello_sarkar","train"
"551","हेलो सरकार मार्फत गुनासो। पोखरा मा हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन, असह्य दुर्गन्ध फैलिएको छ। जनतालाई यस्तो सास्ती किन।","garbage","hello_sarkar","train"
"552","प्यूठान वडा नं 27 मा गएको महिनादेखि फोहोर उठ्न आएको छैन। असह्य दुर्गन्ध फैलिएको छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","garbage","hello_sarkar","train"
"553","ओखलढुंगा क्षेत्रमा डस्टबिन भरिएर बग्दैछ। सडकको बीचमै फोहोरको थुप्रो छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","train"
"554","म्याग्दी मा गाडी आउने तालिका पालना हुँदैन। फोहोर उठाइएको छैन। धेरै कष्ट भइरहेको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"555","बाजुरा मा गाडी हप्ताको एक पटक मात्र आउँछ। फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। प्रशासनले सुन्नुपर्छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"556","लहान वडा नं 8 मा सुख्खा ओसिलो छुट्याए पनि एकैमा हालिन्छ। प्रशासनले सुन्नुपर्छ। कृपया ध्यान दिनुहोस्।","garbage","hello_sarkar","val"
"557","नेपालगञ्ज वडा नं 15 मा बाँदरले कचरा फैलाउँछ। सडकमा फोहोर थुपारिएको छ। जिम्मेवार कसले लिन्छ।","garbage","hello_sarkar","test"
"558","काठमाडौं मा नाली थुनिँदा पानी घरभित्रै पस्छ। अस्ति रातिदेखि यही अवस्था छ। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","train"
"559","वीरगन्ज वडा नं 24 मा छुट्याएर राखे पनि गाडीले सबै मिसाउँछ। जनतालाई यस्तो सास्ती किन। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"560","म सङ्खुवासभा को बासिन्दा हुँ। हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन। बिहानदेखि राति सम्म गन्ध आइरहेको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"561","गोरखा वडा नं 28 मा रातमा कसैले फोहोर बालिदिन्छ। रोग फैलिने डर छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","train"
"562","हेलो सरकार मार्फत गुनासो। गौर मा फोहोर उठ्न आएको छैन, टोलभरि दुर्गन्ध छ। तुरुन्त कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"563","हेलो सरकार मार्फत गुनासो। हुम्ला मा फोहोर सङ्कलन गर्ने गाडी आउँदैन, कुहिएको फोहोरको गन्ध सहन सकिँदैन। हामी सबै परेशान छौं।","garbage","hello_sarkar","train"
"564","म रामेछाप को बासिन्दा हुँ। फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। गन्धले बस्नै गाह्रो भएको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"565","तेह्रथुम मा मन्दिर वरिपरि फोहोर छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","garbage","hello_sarkar","train"
"566","अछाम मा कचराले ढल अवरुद्ध भएर पानी सडकमा बग्छ। दुई हप्तादेखि यही अवस्था छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","garbage","hello_sarkar","val"
"567","दार्चुला वडा नं 29 मा पन्ध्र दिनदेखि फोहोर सङ्कलन गर्ने गाडी आउँदैन। नाक थुनेर हिँड्नुपर्ने अवस्था छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","test"
"568","कञ्चनपुर वडा नं 3 मा दश दिनदेखि हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन। बिहानदेखि राति सम्म गन्ध आइरहेको छ। यो मानवीय अधिकारको उल्लंघन हो।","garbage","hello_sarkar","train"
"569","ओखलढुंगा वडा नं 5 मा फोहोर उठाइएको छैन, डस्टबिन वरिपरि फोहोर छरिएको छ, र गन्धले बस्नै गाह्रो भएको छ। यो सेवा होइन, यातना हो। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"570","पाल्पा क्षेत्रमा डस्टबिन वरिपरि फोहोर छरिएको छ। फुटपाथमा फोहोर जम्मा भएको छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"571","डोल्पा वडा नं 31 मा गाईले फोहोर फिँजाउँछ। सडकमा फोहोर थुपारिएको छ। यो सेवा होइन, यातना हो।","garbage","hello_sarkar","train"
"572","लहान वडा नं 19 मा दुई हप्तादेखि फोहोर उठाइएको छैन। गन्धले बस्नै गाह्रो भएको छ। छिटो समाधान गरिदिनुहोस्।","garbage","hello_sarkar","train"
"573","म बुटवल को बासिन्दा हुँ। फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। बिहानदेखि राति सम्म गन्ध आइरहेको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"574","पाँचथर वडा नं 16 मा कुकुरले फोहोर छर्‍याउँछ। फुटपाथमा फोहोर जम्मा भएको छ। तुरुन्त कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"575","धादिङ वडा नं 8 मा हप्तौँदेखि फोहोर सङ्कलन गर्ने गाडी आउँदैन। असह्य दुर्गन्ध फैलिएको छ। छिटो समाधान गरिदिनुहोस्।","garbage","hello_sarkar","train"
"576","महोत्तरी मा मन्दिर वरिपरि फोहोर छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","val"
"577","लमजुङ वडा नं 19 मा हिजोदेखि फोहोर सङ्कलन गर्ने गाडी आउँदैन। गन्धले बस्नै गाह्रो भएको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","test"
"578","सर्लाही मा छ दिनदेखि फोहोर उठाइएको छैन, हामी सबै परेशान छौं!","garbage","hello_sarkar","train"
"579","बैतडी वडा नं 22 मा आज बिहानदेखि हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन। असह्य दुर्गन्ध फैलिएको छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","train"
"580","इलाम मा गाडी हप्ताको एक पटक मात्र आउँछ। फोहोर उठ्न आएको छैन। जिम्मेवार कसले लिन्छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"581","म धनकुटा को बासिन्दा हुँ। नगरपालिकाले फोहोर उठाउन छोडेको छ। बिहानदेखि राति सम्म गन्ध आइरहेको छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"582","जाजरकोट मा बिहीबारदेखि नगरपालिकाले फोहोर उठाउन छोडेको छ, कामै हुँदैन यहाँ!","garbage","hello_sarkar","train"
"583","पटकपटक गुनासो गर्दा पनि कास्की मा फोहोर उठ्ने गरेको छैन। नागरिकलाई बिर्सिएको जस्तो छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","train"
"584","जुम्ला मा अस्ति रातिदेखि फोहोर सङ्कलन गर्ने गाडी आउँदैन, यो सेवा होइन, यातना हो!","garbage","hello_sarkar","train"
"585","पर्सा वडा नं 15 मा दुई तीन दिनदेखि फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। नाक थुनेर हिँड्नुपर्ने अवस्था छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"586","हाम्रो सुर्खेत वडा नं 19 मा कुहिएको फोहोरको गन्ध सहन सकिँदैन। बच्चालाई बिरामी पार्ने अवस्था छ। धेरै कष्ट भइरहेको छ।","garbage","hello_sarkar","val"
"587","डोल्पा वडा नं 21 मा स्वेत कुकुरको बथानले फोहोर छरिदिन्छ। सडकमा फोहोर थुपारिएको छ। जिम्मेवार कसले लिन्छ।","garbage","hello_sarkar","test"
"588","दोलखा वडा नं 15 मा गएको शनिबारदेखि हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन। असह्य दुर्गन्ध फैलिएको छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","garbage","hello_sarkar","train"
"589","धनुषा वडा नं 12 मा मुसाले फोहोर कोट्याउँछ। सडकको बीचमै फोहोरको थुप्रो छ। जनताको गुनासो कसले सुन्छ।","garbage","hello_sarkar","train"
"590","पटकपटक गुनासो गर्दा पनि प्यूठान मा फोहोर उठ्ने गरेको छैन। तुरुन्त कारबाही गरिदिनुहोस्। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"591","बारा मा फोहोरले नाली बन्द भएको छ। तीन दिनदेखि यही अवस्था छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"592","दाङ वडा नं 23 मा पाँच दिनदेखि नगरपालिकाले फोहोर उठाउन छोडेको छ। बिहानदेखि राति सम्म गन्ध आइरहेको छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"593","बाँके वडा नं 27 मा पन्ध्र दिनदेखि फोहोर सङ्कलन गर्ने गाडी आउँदैन। नाक थुनेर हिँड्नुपर्ने अवस्था छ। यो मानवीय अधिकारको उल्लंघन हो।","garbage","hello_sarkar","train"
"594","दमक मा मन्दिर वरिपरि फोहोर छ। रोग फैलिने डर छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","train"
"595","सल्यान वडा नं 8 मा छुट्याएर राखे पनि गाडीले सबै मिसाउँछ। अब केही गरिदिनुस्। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"596","पाँचथर वडा नं 29 मा फोहोर वर्गीकरण गरे पनि मिश्रित लगिन्छ। असह्य भइसकेको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","val"
"597","इलाम वडा नं 8 मा लामो समयदेखि फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। टोलभरि दुर्गन्ध छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","test"
"598","दमक वडा नं 15 मा फोहोर वर्गीकरण गरे पनि मिश्रित लगिन्छ। यो अन्याय हो। यो मानवीय अधिकारको उल्लंघन हो।","garbage","hello_sarkar","train"
"599","पटकपटक गुनासो गर्दा पनि खोटाङ मा फोहोर उठ्ने गरेको छैन। कामै हुँदैन यहाँ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","train"
"600","पटकपटक गुनासो गर्दा पनि दमक मा फोहोर उठ्ने गरेको छैन। धेरै कष्ट भइरहेको छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"601","डोल्पा क्षेत्रमा डस्टबिन भरिएर बग्दैछ। सडकमा फोहोर थुपारिएको छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","train"
"602","अछाम मा कचराले ढल अवरुद्ध भएर पानी सडकमा बग्छ। हप्तौँदेखि यही अवस्था छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","train"
"603","रुकुम क्षेत्रमा सडक छेउको डस्टबिन भरिँदा बाटोमै छरिएको छ। बाटोमा कचरा छरिएको छ। छिटो समाधान गरिदिनुहोस्।","garbage","hello_sarkar","train"
"604","जुम्ला क्षेत्रमा कचरा पेटी ओभरफ्लो भएको छ। फुटपाथमा फोहोर जम्मा भएको छ। छिटो समाधान गरिदिनुहोस्।","garbage","hello_sarkar","train"
"605","रुपन्देही क्षेत्रमा सडक छेउको डस्टबिन भरिँदा बाटोमै छरिएको छ। फुटपाथमा फोहोर जम्मा भएको छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","train"
"606","हाम्रो गौर वडा नं 23 मा कुहिएको फोहोरको गन्ध सहन सकिँदैन। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। कामै हुँदैन यहाँ।","garbage","hello_sarkar","val"
"607","बर्दिया वडा नं 24 मा मान्छेले फोहोर जलाउँदा धुवाँ फैलिन्छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","test"
"608","पटकपटक गुनासो गर्दा पनि तेह्रथुम मा फोहोर उठ्ने गरेको छैन। यो सेवा होइन, यातना हो। जनताको पीडा बुझ्नुहोस्।","garbage","hello_sarkar","train"
"609","हेलो सरकार मार्फत गुनासो। तुलसीपुर मा फोहोर सङ्कलन पूर्ण रूपमा बन्द छ, नाक थुनेर हिँड्नुपर्ने अवस्था छ। यो अन्याय हो।","garbage","hello_sarkar","train"
"610","हुम्ला वडा नं 32 मा दुई हप्तादेखि फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। असह्य दुर्गन्ध फैलिएको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"611","त्रिभुवननगर वडा नं 25 मा कुकुरले फोहोर छर्‍याउँछ। सडकको बीचमै फोहोरको थुप्रो छ। सरकारले ध्यान दिनुपर्छ।","garbage","hello_sarkar","train"
"612","हेलो सरकार मार्फत गुनासो। भरतपुर मा फोहोर सङ्कलन पूर्ण रूपमा बन्द छ, गन्धले बस्नै गाह्रो भएको छ। हामी सबै परेशान छौं।","garbage","hello_sarkar","train"
"613","दाङ मा फोहोरले नाली बन्द भएको छ। छ दिनदेखि यही अवस्था छ। कृपया ध्यान दिनुहोस्।","garbage","hello_sarkar","train"
"614","हेलो सरकार मार्फत गुनासो। दाङ मा हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन, गन्धले बस्नै गाह्रो भएको छ। यो सेवा होइन, यातना हो।","garbage","hello_sarkar","train"
"615","महोत्तरी वडा नं 10 मा नगरपालिकाले फोहोर उठाउन छोडेको छ, सडक छेउको डस्टबिन भरिँदा बाटोमै छरिएको छ, र बिहानदेखि राति सम्म गन्ध आइरहेको छ। जनताको गुनासो कसले सुन्छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","garbage","hello_sarkar","train"
"616","रुकुम वडा नं 17 मा फोहोर उठाइएको छैन, डस्टबिन भरिएर बग्दैछ, र नाक थुनेर हिँड्नुपर्ने अवस्था छ। अब केही गरिदिनुस्। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","val"
"617","मुस्ताङ वडा नं 32 मा हप्तौँदेखि फोहोर उठ्न आएको छैन। असह्य दुर्गन्ध फैलिएको छ। जनताको पीडा बुझ्नुहोस्।","garbage","hello_sarkar","test"
"618","हाम्रो भोजपुर वडा नं 13 मा कुहिएको फोहोरको गन्ध सहन सकिँदैन। बच्चालाई बिरामी पार्ने अवस्था छ। जनताको गुनासो कसले सुन्छ।","garbage","hello_sarkar","train"
"619","म अछाम को बासिन्दा हुँ। फोहोर सङ्कलन गर्ने गाडी आउँदैन। नाक थुनेर हिँड्नुपर्ने अवस्था छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","garbage","hello_sarkar","train"
"620","हाम्रो रामेछाप वडा नं 27 मा असह्य दुर्गन्ध फैलिएको छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। कामै हुँदैन यहाँ।","garbage","hello_sarkar","train"
